gloss,video_path,signer_id
SHAMPOO,Dataset/Aisladas/SHAMPOO/01.mp4,signer_16
SHAMPOO,Dataset/Aisladas/SHAMPOO/02.mp4,signer_23
SHAMPOO,Dataset/Aisladas/SHAMPOO/03.mp4,signer_23
SHAMPOO,Dataset/Aisladas/SHAMPOO/04.mp4,signer_20
SHAMPOO,Dataset/Aisladas/SHAMPOO/05.mp4,signer_06
SHAMPOO,Dataset/Aisladas/SHAMPOO/06.mp4,signer_09
SHAMPOO,Dataset/Aisladas/SHAMPOO/07.mp4,signer_41
SHAMPOO,Dataset/Aisladas/SHAMPOO/08.mp4,signer_42
SHAMPOO,Dataset/Aisladas/SHAMPOO/09.mp4,signer_42
SHAMPOO,Dataset/Aisladas/SHAMPOO/10.mp4,signer_43
SHAMPOO,Dataset/Aisladas/SHAMPOO/11.mp4,signer_22
SHAMPOO,Dataset/Aisladas/SHAMPOO/12.mp4,signer_22
SHAMPOO,Dataset/Aisladas/SHAMPOO/13.mp4,signer_22
SHAMPOO,Dataset/Aisladas/SHAMPOO/14.mp4,signer_44
SHAMPOO,Dataset/Aisladas/SHAMPOO/15.mp4,signer_44
SHAMPOO,Dataset/Aisladas/SHAMPOO/16.mp4,signer_44
SHAMPOO,Dataset/Aisladas/SHAMPOO/17.mp4,signer_44
SHAMPOO,Dataset/Aisladas/SHAMPOO/18.mp4,signer_45
SHAMPOO,Dataset/Aisladas/SHAMPOO/19.mp4,signer_45
SHAMPOO,Dataset/Aisladas/SHAMPOO/20.mp4,signer_45
SHAMPOO,Dataset/Aisladas/SHAMPOO/21.mp4,signer_45
SHAMPOO,Dataset/Aisladas/SHAMPOO/22.mp4,signer_45
SHAMPOO,Dataset/Aisladas/SHAMPOO/23.mp4,signer_45
SHAMPOO,Dataset/Aisladas/SHAMPOO/24.mp4,signer_45
SHAMPOO,Dataset/Aisladas/SHAMPOO/25.mp4,signer_45
SHAMPOO,Dataset/Aisladas/SHAMPOO/26.mp4,signer_45
SHAMPOO,Dataset/Aisladas/SHAMPOO/27.mp4,signer_45
SHAMPOO,Dataset/Aisladas/SHAMPOO/28.mp4,signer_45
SHAMPOO,Dataset/Aisladas/SHAMPOO/29.mp4,signer_45
SPOON,Dataset/Aisladas/SPOON/01.mp4,signer_20
SPOON,Dataset/Aisladas/SPOON/02.mp4,signer_42
SPOON,Dataset/Aisladas/SPOON/03.mp4,signer_20
SPOON,Dataset/Aisladas/SPOON/04.mp4,signer_20
SPOON,Dataset/Aisladas/SPOON/05.mp4,signer_46
SPOON,Dataset/Aisladas/SPOON/06.mp4,signer_48
SPOON,Dataset/Aisladas/SPOON/07.mp4,signer_49
SPOON,Dataset/Aisladas/SPOON/08.mp4,signer_50
SPOON,Dataset/Aisladas/SPOON/09.mp4,signer_50
SPOON,Dataset/Aisladas/SPOON/10.mp4,signer_51
SPOON,Dataset/Aisladas/SPOON/11.mp4,signer_26
SPOON,Dataset/Aisladas/SPOON/12.mp4,signer_52
SPOON,Dataset/Aisladas/SPOON/13.mp4,signer_52
SPOON,Dataset/Aisladas/SPOON/14.mp4,signer_52
SPOON,Dataset/Aisladas/SPOON/15.mp4,signer_52
SPOON,Dataset/Aisladas/SPOON/16.mp4,signer_52
SPOON,Dataset/Aisladas/SPOON/17.mp4,signer_52
SPOON,Dataset/Aisladas/SPOON/18.mp4,signer_22
SPOON,Dataset/Aisladas/SPOON/19.mp4,signer_22
SPOON,Dataset/Aisladas/SPOON/20.mp4,signer_22
SPOON,Dataset/Aisladas/SPOON/21.mp4,signer_22
SPOON,Dataset/Aisladas/SPOON/22.mp4,signer_22
SPOON,Dataset/Aisladas/SPOON/23.mp4,signer_22
SPOON,Dataset/Aisladas/SPOON/24.mp4,signer_22
STAY,Dataset/Aisladas/STAY/01.mp4,signer_16
STAY,Dataset/Aisladas/STAY/02.mp4,signer_20
STAY,Dataset/Aisladas/STAY/03.mp4,signer_06
STAY,Dataset/Aisladas/STAY/04.mp4,signer_07
STAY,Dataset/Aisladas/STAY/05.mp4,signer_53
STAY,Dataset/Aisladas/STAY/06.mp4,signer_30
STAY,Dataset/Aisladas/STAY/07.mp4,signer_20
STAY,Dataset/Aisladas/STAY/08.mp4,signer_54
STAY,Dataset/Aisladas/STAY/09.mp4,signer_54
STAY,Dataset/Aisladas/STAY/10.mp4,signer_55
STAY,Dataset/Aisladas/STAY/11.mp4,signer_55
STAY,Dataset/Aisladas/STAY/12.mp4,signer_56
STAY,Dataset/Aisladas/STAY/13.mp4,signer_56
STAY,Dataset/Aisladas/STAY/14.mp4,signer_56
STAY,Dataset/Aisladas/STAY/15.mp4,signer_57
STAY,Dataset/Aisladas/STAY/16.mp4,signer_57
STAY,Dataset/Aisladas/STAY/17.mp4,signer_57
STAY,Dataset/Aisladas/STAY/18.mp4,signer_33
STAY,Dataset/Aisladas/STAY/19.mp4,signer_58
STAY,Dataset/Aisladas/STAY/20.mp4,signer_16
USE,Dataset/Aisladas/USE/01.mp4,signer_16
USE,Dataset/Aisladas/USE/02.mp4,signer_20
USE,Dataset/Aisladas/USE/03.mp4,signer_20
USE,Dataset/Aisladas/USE/04.mp4,signer_03
USE,Dataset/Aisladas/USE/05.mp4,signer_59
USE,Dataset/Aisladas/USE/06.mp4,signer_05
USE,Dataset/Aisladas/USE/07.mp4,signer_46
USE,Dataset/Aisladas/USE/08.mp4,signer_22
USE,Dataset/Aisladas/USE/09.mp4,signer_22
USE,Dataset/Aisladas/USE/10.mp4,signer_22
USE,Dataset/Aisladas/USE/11.mp4,signer_22
USE,Dataset/Aisladas/USE/12.mp4,signer_22
USE,Dataset/Aisladas/USE/13.mp4,signer_03
USE,Dataset/Aisladas/USE/14.mp4,signer_03
USE,Dataset/Aisladas/USE/15.mp4,signer_60
USE,Dataset/Aisladas/USE/16.mp4,signer_60
USE,Dataset/Aisladas/USE/17.mp4,signer_56
USE,Dataset/Aisladas/USE/18.mp4,signer_56
USE,Dataset/Aisladas/USE/19.mp4,signer_56
USE,Dataset/Aisladas/USE/20.mp4,signer_56
USE,Dataset/Aisladas/USE/21.mp4,signer_29
USE,Dataset/Aisladas/USE/22.mp4,signer_29
WITH,Dataset/Aisladas/WITH/01.mp4,signer_01
WITH,Dataset/Aisladas/WITH/02.mp4,signer_02
WITH,Dataset/Aisladas/WITH/03.mp4,signer_03
WITH,Dataset/Aisladas/WITH/04.mp4,signer_04
WITH,Dataset/Aisladas/WITH/05.mp4,signer_05
WITH,Dataset/Aisladas/WITH/06.mp4,signer_06
WITH,Dataset/Aisladas/WITH/07.mp4,signer_07
WITH,Dataset/Aisladas/WITH/08.mp4,signer_08
WITH,Dataset/Aisladas/WITH/09.mp4,signer_09
WITH,Dataset/Aisladas/WITH/10.mp4,signer_10
WITH,Dataset/Aisladas/WITH/11.mp4,signer_11
WITH,Dataset/Aisladas/WITH/12.mp4,signer_12
WITH,Dataset/Aisladas/WITH/13.mp4,signer_13
WITH,Dataset/Aisladas/WITH/14.mp4,signer_14
WITH,Dataset/Aisladas/WITH/15.mp4,signer_14
WITH,Dataset/Aisladas/WITH/16.mp4,signer_14
WITH,Dataset/Aisladas/WITH/17.mp4,signer_15
WITH,Dataset/Aisladas/WITH/18.mp4,signer_16
WITH,Dataset/Aisladas/WITH/19.mp4,signer_17
WITH,Dataset/Aisladas/WITH/20.mp4,signer_17
I HAVE NUM-10 OTHER IDEAS,Dataset/Frases/I HAVE NUM-10 OTHER IDEAS.mp4,signer_16
I STAY TILL,Dataset/Frases/I STAY TILL.mp4,signer_16
STAY WITH ME,Dataset/Frases/STAY WITH ME.mp4,signer_61
USE WHAT YOU HAVE,Dataset/Frases/USE WHAT YOU HAVE.mp4,signer_60
YOU CAN USE MY OFFICE,Dataset/Frases/YOU CAN USE MY OFFICE.mp4,signer_29
YOUR FAVORITE PLACE STUDY WHERE,Dataset/Frases/YOUR FAVORITE PLACE STUDY WHERE.mp4,signer_16
CAR,Dataset/Aisladas/CAR/02.mp4,signer_42
CAR,Dataset/Aisladas/CAR/03.mp4,signer_02
CAR,Dataset/Aisladas/CAR/04.mp4,signer_26
CAR,Dataset/Aisladas/CAR/05.mp4,signer_20
CAR,Dataset/Aisladas/CAR/06.mp4,signer_57
CAR,Dataset/Aisladas/CAR/07.mp4,signer_57
CAR,Dataset/Aisladas/CAR/08.mp4,signer_57
CAR,Dataset/Aisladas/CAR/09.mp4,signer_57
CAR,Dataset/Aisladas/CAR/10.mp4,signer_61
CAR,Dataset/Aisladas/CAR/11.mp4,signer_61
CAR,Dataset/Aisladas/CAR/12.mp4,signer_61
CAR,Dataset/Aisladas/CAR/13.mp4,signer_61
CAR,Dataset/Aisladas/CAR/14.mp4,signer_62
CAR,Dataset/Aisladas/CAR/15.mp4,signer_63
CAR,Dataset/Aisladas/CAR/16.mp4,signer_22
CAR,Dataset/Aisladas/CAR/17.mp4,signer_22
CAR,Dataset/Aisladas/CAR/18.mp4,signer_22
CAR,Dataset/Aisladas/CAR/19.mp4,signer_22
CAR,Dataset/Aisladas/CAR/20.mp4,signer_64
CAR,Dataset/Aisladas/CAR/21.mp4,signer_64
CAR,Dataset/Aisladas/CAR/22.mp4,signer_64
FORK,Dataset/Aisladas/FORK/02.mp4,signer_22
FORK,Dataset/Aisladas/FORK/03.mp4,signer_22
FORK,Dataset/Aisladas/FORK/04.mp4,signer_22
FORK,Dataset/Aisladas/FORK/05.mp4,signer_22
FORK,Dataset/Aisladas/FORK/06.mp4,signer_42
FORK,Dataset/Aisladas/FORK/07.mp4,signer_20
FORK,Dataset/Aisladas/FORK/08.mp4,signer_65
FORK,Dataset/Aisladas/FORK/09.mp4,signer_66
FORK,Dataset/Aisladas/FORK/10.mp4,signer_67
FORK,Dataset/Aisladas/FORK/11.mp4,signer_46
FORK,Dataset/Aisladas/FORK/12.mp4,signer_68
FORK,Dataset/Aisladas/FORK/13.mp4,signer_09
FORK,Dataset/Aisladas/FORK/14.mp4,signer_49
FORK,Dataset/Aisladas/FORK/15.mp4,signer_50
FORK,Dataset/Aisladas/FORK/16.mp4,signer_69
FORK,Dataset/Aisladas/FORK/17.mp4,signer_52
FORK,Dataset/Aisladas/FORK/18.mp4,signer_52
FORK,Dataset/Aisladas/FORK/19.mp4,signer_52
FORK,Dataset/Aisladas/FORK/20.mp4,signer_52
FORK,Dataset/Aisladas/FORK/21.mp4,signer_52
FS-J,Dataset/Aisladas/FS-J/02.mp4,signer_22
FS-J,Dataset/Aisladas/FS-J/03.mp4,signer_22
FS-J,Dataset/Aisladas/FS-J/04.mp4,signer_22
FS-Z,Dataset/Aisladas/FS-Z/03.mp4,signer_19
FS-Z,Dataset/Aisladas/FS-Z/04.mp4,signer_19
FS-Z,Dataset/Aisladas/FS-Z/05.mp4,signer_19
FS-Z,Dataset/Aisladas/FS-Z/06.mp4,signer_42
FS-Z,Dataset/Aisladas/FS-Z/07.mp4,signer_42
FS-Z,Dataset/Aisladas/FS-Z/08.mp4,signer_42
FS-Z,Dataset/Aisladas/FS-Z/09.mp4,signer_42
FS-Z,Dataset/Aisladas/FS-Z/10.mp4,signer_42
FS-Z,Dataset/Aisladas/FS-Z/11.mp4,signer_22
FS-Z,Dataset/Aisladas/FS-Z/12.mp4,signer_22
FS-Z,Dataset/Aisladas/FS-Z/13.mp4,signer_22
FS-Z,Dataset/Aisladas/FS-Z/14.mp4,signer_26
FS-Z,Dataset/Aisladas/FS-Z/15.mp4,signer_22
FS-Z,Dataset/Aisladas/FS-Z/16.mp4,signer_22
FS-Z,Dataset/Aisladas/FS-Z/17.mp4,signer_22
